id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
65139594,69666317,10500.0,10500.0,10500.0, 60 months,13.67,242.53,C,C4,TECH,< 1 year,RENT,45000.0,Source Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65139594,,debt_consolidation,Debt consolidation,300xx,GA,26.72,1.0,Dec-1985,0.0,15.0,64.0,17.0,1.0,19095.0,79.2,32.0,w,10252.76,10252.76,469.11,469.11,247.24,221.87,0.0,0.0,0.0,Jan-2016,242.53,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,20020.0,,,,,,,,,,,,24000.0,,,
41710448,44647171,14400.0,14400.0,14400.0, 36 months,8.18,452.45,B,B1,Senior Editor,1 year,MORTGAGE,70000.0,Verified,Mar-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41710448,,debt_consolidation,Debt consolidation,328xx,FL,32.35,0.0,Apr-1991,0.0,,,11.0,0.0,12873.0,52.5,26.0,w,10746.42,10746.42,4517.96,4517.96,3653.58,864.38,0.0,0.0,0.0,Jan-2016,452.45,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,245324.0,,,,,,,,,,,,24500.0,,,
8315197,10057313,12700.0,12700.0,12700.0, 36 months,7.62,395.75,A,A3,Exec Assistant,10+ years,MORTGAGE,63000.0,Source Verified,Nov-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8315197,,debt_consolidation,Dept payoff,980xx,WA,10.5,0.0,Jul-1987,0.0,44.0,,9.0,0.0,13265.0,46.1,17.0,w,3822.7,3822.7,10289.5,10289.5,8877.3,1412.2,0.0,0.0,0.0,Jan-2016,395.75,Feb-2016,Jan-2016,0.0,51.0,1.0,INDIVIDUAL,,,,0.0,0.0,246747.0,,,,,,,,,,,,28800.0,,,
1038713,1268624,22000.0,22000.0,21900.0, 60 months,17.27,549.96,D,D3,Providence VA Medical Center,10+ years,RENT,84000.0,Verified,Dec-2011,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1038713,  Borrower added on 11/25/11 > Pay off all my debt<br>,debt_consolidation,Trouble,028xx,RI,13.8,0.0,Jul-1996,1.0,59.0,,11.0,0.0,20579.0,58.3,36.0,f,5581.26,5555.74,26898.51,26776.55,16418.74,10479.77,0.0,0.0,0.0,Jan-2016,549.96,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
10150395,12001871,14000.0,14000.0,14000.0, 60 months,17.57,352.25,D,D2,Director Commercial Network Operations,6 years,OWN,145000.0,Verified,Jan-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10150395,,debt_consolidation,Debt consolidation,762xx,TX,21.77,0.0,Sep-2000,4.0,,,17.0,0.0,18397.0,41.8,29.0,f,9801.43,9801.43,8453.84,8453.84,4198.57,4255.27,0.0,0.0,0.0,Jan-2016,352.25,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,109697.0,,,,,,,,,,,,44000.0,,,
57588482,61341204,20000.0,20000.0,20000.0, 36 months,12.69,670.9,C,C2,"Driver, deliver new RV's",2 years,RENT,105000.0,Not Verified,Aug-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57588482,,car,Car financing,301xx,GA,24.17,0.0,Sep-1997,1.0,25.0,47.0,12.0,1.0,7884.0,68.6,28.0,f,17653.9,17653.9,3326.3,3326.3,2346.1,980.2,0.0,0.0,0.0,Jan-2016,670.9,Feb-2016,Jan-2016,0.0,58.0,1.0,INDIVIDUAL,,,,0.0,637.0,69441.0,,,,,,,,,,,,11500.0,,,
22331968,24654875,19150.0,19150.0,19150.0, 36 months,18.24,694.63,D,D5,E8,10+ years,RENT,84000.0,Not Verified,Jul-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=22331968,,debt_consolidation,Debt consolidation,765xx,TX,33.0,4.0,Apr-1993,3.0,15.0,,7.0,0.0,12020.0,93.9,18.0,w,10867.0,10867.0,12503.34,12503.34,8283.0,4220.34,0.0,0.0,0.0,Jan-2016,694.63,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,104407.0,,,,,,,,,,,,12800.0,,,
61662215,65831930,20000.0,20000.0,20000.0, 36 months,7.89,625.72,A,A5,Investigator,8 years,RENT,81552.0,Source Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61662215,,credit_card,Credit card refinancing,948xx,CA,32.52,0.0,May-2000,0.0,,,12.0,0.0,30079.0,56.5,19.0,f,18507.57,18507.57,1868.39,1868.39,1492.43,375.96,0.0,0.0,0.0,Jan-2016,625.72,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,168671.0,,,,,,,,,,,,53200.0,,,
8275434,10017543,20000.0,20000.0,19975.0, 36 months,6.03,608.72,A,A1,Business Development,1 year,RENT,150000.0,Source Verified,Oct-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8275434,  Borrower added on 10/19/13 > I would like to consolidate my debt from a few credit cards. I will most likely end up paying this loan off early.<br>,debt_consolidation,Debt Consolidation,021xx,MA,9.12,0.0,May-2000,0.0,,,11.0,0.0,19039.0,17.1,30.0,f,0.0,0.0,21441.0303358,21414.23,19999.86,1441.17,0.0,0.0,0.0,Apr-2015,11094.02,,May-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,30719.0,,,,,,,,,,,,111017.0,,,
57803666,61556427,3500.0,3500.0,3500.0, 36 months,13.33,118.49,C,C3,operations manager,10+ years,RENT,28800.0,Source Verified,Aug-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57803666,,vacation,Vacation,294xx,SC,30.29,0.0,Sep-2006,0.0,,,7.0,0.0,5217.0,41.7,10.0,f,2067.26,2067.26,1577.19,1577.19,1432.74,144.45,0.0,0.0,0.0,Jan-2016,118.49,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,28323.0,,,,,,,,,,,,12500.0,,,
34271866,36935128,12000.0,12000.0,12000.0, 60 months,13.66,277.11,C,C3,Receiverq,9 years,MORTGAGE,38000.0,Not Verified,Nov-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=34271866,,debt_consolidation,Debt consolidation,267xx,WV,7.99,0.0,Oct-1992,1.0,75.0,,5.0,0.0,10081.0,62.6,28.0,w,0.0,0.0,13731.85,13731.85,12000.0,1731.85,0.0,0.0,0.0,Dec-2015,10415.64,,Dec-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,189996.0,,,,,,,,,,,,16100.0,,,
64771609,69272333,15000.0,15000.0,15000.0, 36 months,12.05,498.58,C,C1,Administrative Assistant,10+ years,MORTGAGE,45265.0,Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64771609,,credit_card,Credit card refinancing,660xx,KS,44.22,2.0,Dec-1984,2.0,23.0,,10.0,0.0,33052.0,89.6,32.0,f,14300.61,14300.61,911.8,911.8,699.39,212.41,0.0,0.0,0.0,Jan-2016,498.58,Jan-2016,Jan-2016,0.0,,1.0,JOINT,91465.0,21.88,Verified,0.0,0.0,229177.0,,,,,,,,,,,,36900.0,,,
61544316,65663192,10600.0,10600.0,10600.0, 60 months,14.65,250.24,C,C5,Asst. Mgr,3 years,RENT,40000.0,Source Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61544316,,credit_card,Credit card refinancing,741xx,OK,7.41,0.0,Jun-2003,0.0,,,18.0,0.0,19712.0,53.0,19.0,w,10233.06,10233.06,742.09,742.09,366.94,375.15,0.0,0.0,0.0,Jan-2016,250.24,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,50712.0,,,,,,,,,,,,37200.0,,,
670475,857149,3000.0,3000.0,3000.0, 36 months,10.0,96.81,B,B2,Sterling Equities,3 years,RENT,47277.0,Source Verified,Feb-2011,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=670475,  Borrower added on 02/08/11 > The loan is needed for immediate costs associated with moving to a new apartment I am renting.  Some of my assets are tied up in investments and it would be difficult for me to liquidate them in the short period of time I have before I move.  I am employed full-time with a secure job that I have held for about 3 years.  I also have good credit.<br/>,moving,Moving Loan for Immediate Moving Costs,115xx,NY,21.02,0.0,Sep-2004,1.0,,,7.0,0.0,11117.0,63.0,10.0,f,0.0,0.0,695.76,695.76,438.48,140.46,0.0,116.82,1.2,Aug-2011,96.81,,Jan-2012,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
10576540,12458575,11500.0,11500.0,11500.0, 60 months,16.99,285.75,D,D1,Technician II,7 years,MORTGAGE,69000.0,Verified,Jan-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10576540,,debt_consolidation,Debt consolidation,925xx,CA,8.87,0.0,Oct-2002,0.0,72.0,,7.0,0.0,8724.0,36.8,21.0,w,0.0,0.0,14043.88,14043.88,11500.0,2543.88,0.0,0.0,0.0,Jun-2015,9471.88,,Nov-2015,0.0,72.0,1.0,INDIVIDUAL,,,,0.0,0.0,19923.0,,,,,,,,,,,,23700.0,,,
60565545,64586275,28000.0,28000.0,28000.0, 36 months,7.89,876.0,A,A5,Senior Technology Support Analyst,10+ years,MORTGAGE,97656.0,Source Verified,Sep-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60565545,,home_improvement,Home improvement,109xx,NY,19.04,0.0,Sep-2001,1.0,,22.0,20.0,1.0,21731.0,35.5,48.0,w,25204.98,25204.98,3491.73,3491.73,2795.02,696.71,0.0,0.0,0.0,Jan-2016,876.0,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,527.0,297226.0,,,,,,,,,,,,61300.0,,,
998864,1224234,13000.0,13000.0,13000.0, 60 months,14.65,306.89,C,C3,st jude medical,8 years,RENT,178000.0,Verified,Oct-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=998864,,debt_consolidation,Debt Consolidation Loan,902xx,CA,10.89,0.0,Feb-1999,2.0,,,6.0,0.0,8666.0,81.0,16.0,f,0.0,0.0,16994.2748182,16994.27,13000.0,3994.27,0.0,0.0,0.0,Oct-2014,62.44,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
60814449,64846313,10000.0,10000.0,10000.0, 60 months,18.55,256.94,E,E2,Custodian,9 years,RENT,62000.0,Source Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60814449,,debt_consolidation,Debt consolidation,064xx,CT,4.23,0.0,Jan-2009,1.0,,,6.0,0.0,4503.0,68.2,8.0,w,9688.16,9688.16,760.51,760.51,311.84,448.67,0.0,0.0,0.0,Jan-2016,256.94,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,4503.0,,,,,,,,,,,,6600.0,,,
60467708,64488502,12000.0,12000.0,12000.0, 60 months,18.25,306.36,E,E1,Owner/Operator,2 years,OWN,60000.0,Source Verified,Sep-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60467708,,other,Other,327xx,FL,8.96,0.0,Apr-1995,0.0,53.0,,10.0,0.0,2699.0,12.8,19.0,f,11622.74,11622.74,906.91,906.91,377.26,529.65,0.0,0.0,0.0,Dec-2015,306.36,Feb-2016,Jan-2016,0.0,66.0,1.0,INDIVIDUAL,,,,0.0,112.0,20289.0,,,,,,,,,,,,21100.0,,,
34323126,36986468,20000.0,20000.0,20000.0, 36 months,8.19,628.49,A,A5,Managing member,5 years,OWN,85500.0,Source Verified,Nov-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=34323126,,debt_consolidation,Debt consolidation,104xx,NY,10.25,0.0,Jan-1987,1.0,,16.0,7.0,1.0,12033.0,15.9,18.0,f,12798.08,12798.08,8785.21,8785.21,7201.92,1583.29,0.0,0.0,0.0,Jan-2016,628.49,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,12033.0,,,,,,,,,,,,75900.0,,,
29123711,31656885,15000.0,15000.0,15000.0, 60 months,12.99,341.22,C,C1,Accounting Manager,1 year,RENT,135000.0,Source Verified,Oct-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=29123711,,debt_consolidation,Debt consolidation,950xx,CA,10.92,0.0,Jan-1999,2.0,,53.0,20.0,1.0,15248.0,55.2,43.0,f,11150.29,11150.29,5969.3,5969.3,3849.71,2119.59,0.0,0.0,0.0,Jan-2016,341.22,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,47006.0,,,,,,,,,,,,28000.0,,,
36099480,38811101,7900.0,7900.0,7800.0, 36 months,9.49,253.03,B,B2,Customer Service Rep,< 1 year,RENT,33280.0,Verified,Nov-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=36099480,,debt_consolidation,Debt consolidation,974xx,OR,7.39,0.0,Sep-2008,1.0,,,6.0,0.0,3769.0,47.1,6.0,f,5301.78,5234.66,3278.98,3237.47,2598.22,680.76,0.0,0.0,0.0,Dec-2015,253.03,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,8803.0,,,,,,,,,,,,8000.0,,,
63407406,67750186,10000.0,10000.0,10000.0, 36 months,12.69,335.45,C,C2,DA 11,10+ years,MORTGAGE,30000.0,Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63407406,,debt_consolidation,Debt consolidation,273xx,NC,32.92,0.0,Oct-2004,0.0,,,8.0,0.0,7213.0,53.4,21.0,f,9538.17,9538.17,663.85,663.85,461.83,202.02,0.0,0.0,0.0,Dec-2015,335.45,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,31788.0,,,,,,,,,,,,13500.0,,,
57246421,60949212,21000.0,21000.0,21000.0, 60 months,12.69,474.49,C,C2,Management,10+ years,MORTGAGE,96000.0,Not Verified,Aug-2015,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57246421,,debt_consolidation,Debt consolidation,956xx,CA,14.24,0.0,Jun-2001,0.0,,,14.0,0.0,15183.0,16.8,27.0,w,19974.21,19974.21,1838.74,1838.74,1025.79,812.95,0.0,0.0,0.0,Dec-2015,474.49,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,347481.0,,,,,,,,,,,,90400.0,,,
62156056,66352783,29000.0,29000.0,29000.0, 60 months,12.69,655.25,C,C2,"Manager, IP Strategy",10+ years,RENT,205000.0,Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62156056,,credit_card,Credit card refinancing,940xx,CA,17.02,0.0,Nov-1992,0.0,51.0,,18.0,0.0,38072.0,59.9,29.0,f,27943.18,27943.18,1924.86,1924.86,1056.82,868.04,0.0,0.0,0.0,Jan-2016,655.25,Feb-2016,Jan-2016,0.0,75.0,1.0,INDIVIDUAL,,,,0.0,0.0,100637.0,,,,,,,,,,,,63600.0,,,
37217208,39989934,2500.0,2500.0,2500.0, 36 months,6.99,77.19,A,A3,,,MORTGAGE,29000.0,Verified,Dec-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=37217208,,credit_card,Credit card refinancing,383xx,TN,3.94,0.0,Jan-1977,1.0,,38.0,7.0,1.0,1829.0,8.6,30.0,f,1656.77,1656.77,1001.53,1001.53,843.23,158.3,0.0,0.0,0.0,Jan-2016,77.19,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,1829.0,,,,,,,,,,,,21300.0,,,
65724863,70357654,3000.0,3000.0,3000.0, 36 months,12.59,100.5,C,C2,Machinist,10+ years,RENT,61000.0,Source Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65724863,,debt_consolidation,Debt consolidation,331xx,FL,26.34,0.0,Mar-2007,1.0,,,6.0,0.0,776.0,24.2,8.0,w,2930.98,2930.98,96.3,96.3,69.02,27.28,0.0,0.0,0.0,Dec-2015,100.5,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,42540.0,,,,,,,,,,,,3200.0,,,
41022058,43897957,2400.0,2400.0,2400.0, 36 months,9.99,77.43,B,B3,sales associate,10+ years,RENT,49000.0,Not Verified,Feb-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41022058,,debt_consolidation,Debt consolidation,322xx,FL,29.79,0.0,Jun-1985,0.0,36.0,,12.0,0.0,21287.0,79.4,24.0,f,1803.49,1803.49,772.97,772.97,596.51,176.46,0.0,0.0,0.0,Dec-2015,77.43,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,31867.0,,,,,,,,,,,,26800.0,,,
13337472,15379676,8000.0,8000.0,8000.0, 36 months,9.67,256.9,B,B1,Account Director,5 years,MORTGAGE,215000.0,Source Verified,Apr-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=13337472,,debt_consolidation,Debt consolidation,773xx,TX,7.56,0.0,Mar-2005,0.0,,,8.0,0.0,4073.0,29.3,14.0,w,0.0,0.0,8777.57,8777.57,8000.0,777.57,0.0,0.0,0.0,Jun-2015,5437.87,,Jun-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,63454.0,,,,,,,,,,,,13900.0,,,
9767789,11619675,10000.0,10000.0,10000.0, 36 months,13.98,341.68,C,C1,,,MORTGAGE,100000.0,Verified,Jan-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9767789,,credit_card,credit card loan,277xx,NC,22.71,0.0,Jan-1985,1.0,35.0,,13.0,0.0,7853.0,42.9,63.0,w,0.0,0.0,11874.53,11874.53,10000.0,1874.53,0.0,0.0,0.0,Oct-2015,5040.93,,Nov-2015,0.0,35.0,1.0,INDIVIDUAL,,,,0.0,0.0,284984.0,,,,,,,,,,,,18300.0,,,
67436617,72248358,25000.0,25000.0,25000.0, 36 months,7.26,774.91,A,A4,Store Manager,10+ years,MORTGAGE,80000.0,Verified,Dec-2015,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67436617,,debt_consolidation,Debt consolidation,074xx,NJ,19.44,0.0,Oct-2001,1.0,29.0,,9.0,0.0,17775.0,46.9,15.0,w,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,46542.0,1.0,2.0,0.0,2.0,14.0,28767.0,72.8,1.0,2.0,4275.0,60.1,37900.0,0.0,0.0,6.0
67425475,72237196,20450.0,20450.0,20450.0, 60 months,19.99,541.69,E,E4,Director,5 years,RENT,64000.0,Source Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67425475,,debt_consolidation,Debt consolidation,060xx,CT,26.48,0.0,Mar-2004,0.0,,91.0,10.0,1.0,2249.0,22.7,18.0,w,20248.97,20248.97,439.49,439.49,201.03,238.46,0.0,0.0,0.0,Jan-2016,462.2,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,495.0,173752.0,0.0,4.0,1.0,3.0,7.0,171503.0,71.4,0.0,2.0,1206.0,58.5,9900.0,1.0,0.0,1.0
10092673,11943881,11000.0,11000.0,11000.0, 36 months,7.9,344.2,A,A4,Director,7 years,MORTGAGE,85000.0,Not Verified,Jan-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10092673,,debt_consolidation,Consolidate,850xx,AZ,10.24,0.0,Jul-1994,1.0,43.0,,15.0,0.0,10312.0,35.6,49.0,w,3958.68,3958.68,8260.8,8260.8,7041.32,1219.48,0.0,0.0,0.0,Jan-2016,344.2,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,265186.0,,,,,,,,,,,,29000.0,,,
2764660,3346822,24000.0,24000.0,24000.0, 36 months,6.62,736.89,A,A2,Louisiana Dept. of Transportation,10+ years,MORTGAGE,100000.0,Not Verified,Dec-2012,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2764660,,credit_card,Credit Card Refinance Loan,707xx,LA,13.8,0.0,Jan-1993,0.0,,,7.0,0.0,40905.0,81.5,30.0,w,0.0,0.0,26527.94,26527.94,23999.99,2527.95,0.0,0.0,0.0,Dec-2015,736.79,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,239362.0,,,,,,,,,,,,50200.0,,,
44514493,47582282,6600.0,6600.0,6600.0, 36 months,12.69,221.4,C,C2,"Manager, Team Leader",7 years,OWN,45000.0,Verified,Apr-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44514493,,home_improvement,Home improvement,853xx,AZ,22.43,0.0,Nov-2006,0.0,,,12.0,0.0,15260.0,41.0,16.0,f,0.0,0.0,6676.52,6676.52,6600.0,76.52,0.0,0.0,0.0,May-2015,6681.17,,May-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,26529.0,,,,,,,,,,,,37200.0,,,
49036943,52325676,6825.0,6825.0,6825.0, 36 months,17.86,246.27,D,D5,Records Clerk ,8 years,OWN,25000.0,Verified,May-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49036943,,debt_consolidation,Debt consolidation,388xx,MS,33.94,1.0,Sep-2004,0.0,,75.0,15.0,1.0,6377.0,72.0,28.0,w,5765.8,5765.8,1710.35,1710.35,1059.2,651.15,0.0,0.0,0.0,Jan-2016,246.27,Jan-2016,Jan-2016,0.0,75.0,1.0,INDIVIDUAL,,,,0.0,30.0,18136.0,,,,,,,,,,,,8900.0,,,
23033261,25386129,25250.0,25250.0,25250.0, 36 months,10.15,816.53,B,B2,teacher - Loganville Elementary School,7 years,MORTGAGE,65000.0,Source Verified,Aug-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=23033261,,debt_consolidation,Debt consolidation,300xx,GA,22.21,0.0,Sep-1988,0.0,,,9.0,0.0,24904.0,70.0,25.0,w,14275.91,14275.91,13881.01,13881.01,10974.09,2906.92,0.0,0.0,0.0,Jan-2016,816.53,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,258558.0,,,,,,,,,,,,35600.0,,,
22334119,24656807,35000.0,35000.0,35000.0, 36 months,10.99,1145.69,B,B3,Managing Director - Business Development,7 years,RENT,180000.0,Verified,Aug-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=22334119,,debt_consolidation,Debt consolidation,100xx,NY,8.13,0.0,Apr-1989,0.0,,,8.0,0.0,2943.0,4.5,14.0,f,1303.51,1303.51,36347.2,36347.2,33696.49,2650.71,0.0,0.0,0.0,Jan-2016,1145.69,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,27769.0,,,,,,,,,,,,65000.0,,,
40562001,43426786,11725.0,11725.0,11725.0, 36 months,7.49,364.67,A,A4,route manager,10+ years,RENT,28450.0,Not Verified,Feb-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40562001,,debt_consolidation,Debt consolidation,934xx,CA,7.64,0.0,Dec-2002,0.0,,,6.0,0.0,6787.0,33.4,12.0,w,8416.69,8416.69,4006.49,4006.49,3308.31,698.18,0.0,0.0,0.0,Jan-2016,364.67,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,6787.0,,,,,,,,,,,,20300.0,,,
60964474,65006338,25000.0,25000.0,25000.0, 60 months,15.61,602.79,D,D1,Nurse,10+ years,MORTGAGE,105000.0,Not Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60964474,,debt_consolidation,Debt consolidation,373xx,TN,8.1,1.0,Nov-1983,1.0,7.0,,14.0,0.0,21928.0,46.7,17.0,w,24156.38,24156.38,1765.01,1765.01,843.62,921.39,0.0,0.0,0.0,Jan-2016,602.79,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,247153.0,,,,,,,,,,,,47000.0,,,
65753481,70386263,5000.0,5000.0,5000.0, 36 months,11.49,164.86,B,B5,Advanced Practice Nurse,10+ years,OWN,100000.0,Source Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65753481,,medical,Medical expenses,083xx,NJ,27.62,5.0,Feb-1984,3.0,12.0,,21.0,0.0,31127.0,69.5,60.0,w,4883.01,4883.01,161.67,161.67,116.99,44.68,0.0,0.0,0.0,Dec-2015,164.86,Feb-2016,Jan-2016,0.0,16.0,1.0,INDIVIDUAL,,,,0.0,0.0,56830.0,,,,,,,,,,,,44800.0,,,
54423885,58004614,11700.0,11700.0,11700.0, 36 months,13.33,396.09,C,C3,Lab Director,2 years,MORTGAGE,77000.0,Not Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54423885,,debt_consolidation,Debt consolidation,794xx,TX,26.96,0.0,Jan-1981,1.0,,,14.0,0.0,42947.0,73.8,26.0,w,9638.87,9638.87,2756.21,2756.21,2061.13,695.08,0.0,0.0,0.0,Jan-2016,396.09,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,145117.0,,,,,,,,,,,,58200.0,,,
63489089,67831948,10000.0,10000.0,10000.0, 36 months,13.18,337.81,C,C3,Engineer,10+ years,RENT,115000.0,Source Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63489089,,debt_consolidation,Debt consolidation,613xx,IL,14.08,0.0,Jul-2002,1.0,,,10.0,0.0,4154.0,12.3,26.0,w,9772.02,9772.02,330.49,330.49,227.98,102.51,0.0,0.0,0.0,Dec-2015,337.81,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,70791.0,,,,,,,,,,,,33700.0,,,
17493084,19615625,24000.0,24000.0,24000.0, 60 months,14.99,570.84,C,C5,Sales Representative,4 years,MORTGAGE,93000.0,Source Verified,May-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17493084,,debt_consolidation,Debt consolidation,080xx,NJ,15.92,0.0,Nov-2001,1.0,,,10.0,0.0,27368.0,67.6,15.0,w,18228.17,18228.17,10845.96,10845.96,5771.83,5074.13,0.0,0.0,0.0,Jan-2016,570.84,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,181305.0,,,,,,,,,,,,40500.0,,,
